title,pos_score_OL,neg_score_OL,pos_score_MPQA,neg_score_MPQA,pos_score_LIWC,neg_score_LIWC,pos_score_ANEW,neg_score_ANEW,length,date,country,continent
"Missouri state auditor election, 2010",1.7094,3.4188,5.1282,3.4188,5.1282,1.7094,1.7778,0.0,117,2010-11-02,,
Operation Dawn of Gulf of Aden,3.6885,1.9126,5.1913,3.6885,2.7322,2.0492,1.8255,0.9857,732,2011-01-18,,
Ñancahuazú Guerrilla,6.25,4.1667,10.4167,6.25,0.0,0.0,0.6458,0.0,48,1970-07-19,,
"Fianna Fáil leadership election, 2011",10.9375,6.25,18.75,7.8125,10.9375,3.125,4.7695,0.0,64,2011-01-26,,
Battle of Craon,1.6667,3.3333,8.3333,3.3333,8.3333,3.3333,1.6083,0.0,60,1592-05-24,,
Incident at Pristina airport,2.7197,5.8577,5.4393,7.3222,3.0335,2.6151,1.1697,0.3355,956,1999-06-12,Kosovo,Europe
Battle of Grochowiska,1.1364,2.2727,5.6818,2.8409,4.5455,1.7045,1.3423,0.0,176,1863-03-18,Poland,Europe
Extreme Rules (2011),1.2987,2.2727,4.5455,2.5974,4.8701,1.6234,1.1364,0.25,308,2011-05-01,,
1987 Football League Trophy Final,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,10,1987-05-24,,
1967 Intercontinental Cup,1.4388,0.7194,2.8777,0.7194,2.1583,0.7194,0.9712,0.0,139,1967-11-04,,
Indo-Pakistani Naval War of 1971,4.0694,4.4029,6.6044,4.3362,3.7358,2.3349,1.0836,0.3227,1499,1971-12-16,,
Battle of Toverud,1.9231,3.8462,5.7692,3.8462,5.7692,1.9231,1.8558,0.0,52,1808-04-20,,
Siege of Fredriksten,2.6316,10.5263,5.2632,10.5263,0.0,5.2632,0.6776,0.0,38,1718-11-30,Sweden,Europe
Hunter Valley Steamfest,4.717,3.7736,12.2642,8.4906,3.7736,2.8302,0.184,0.7217,106,2015-04-19,,
Salamanca Market,2.649,5.297999999999999,9.9338,5.297999999999999,3.3113,0.6623,1.7053,0.4818,151,1972-01-22,Australia,Oceania
1997 Chittagong earthquake,5.0,3.3333,8.3333,3.3333,5.0,1.6667,1.6083,0.0,60,1997-11-21,India,Asia
Binder Twine Festival,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.9911,0.0,56,1967-09-09,,
Battle of Tarpellanca,1.8519,3.7037,9.2593,3.7037,9.2593,3.7037,1.787,0.0,54,1820-09-26,Chile,South America
Battle of Slivice,0.9804,1.9608,3.9216,1.9608,3.9216,1.4706,0.9461,0.0,204,1945-05-12,Czech Rep.,Europe
2011 Football League Cup Final,1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.5948,0.0,58,2011-02-27,,
"Lyttelton by-election, 1933",18.1818,0.0,9.0909,0.0,9.0909,0.0,5.6136,0.0,11,1933-09-13,,
Lockdown (2011),1.0309,2.5773,3.0928,3.6082,4.6392,1.0309,1.4356,0.0,194,2011-04-17,,
Siege of Belgrade (1717),5.8824,7.8431,9.8039,9.8039,3.9216,2.9412,1.7132,0.8333,102,1717-07-16,,
Victory Road (2011),1.4925,2.9851,7.4627,2.9851,7.4627,2.9851,1.1567,0.0,67,2011-03-13,,
Dano-Swedish War of 1808–09,0.7634,1.5267,2.2901,1.5267,2.2901,0.7634,0.7366,0.0,131,1808-03-14,,
Battle of Norwalk,6.6667,0.9524,8.5714,7.619,1.9048,6.6667,0.6214,0.6952,105,1779-07-12,United States,North America
Second Siege of Missolonghi,4.918,0.0,8.1967,0.0,6.5574,0.0,0.0,0.0,61,1823-11-30,Greece,Europe
Capture of the William,0.0,1.9608,0.0,1.9608,1.9608,0.0,2.1716,0.0,51,1720-10-20,,
Battle of the Sesia (1524),12.5,6.25,12.5,6.25,6.25,6.25,3.8594,0.0,16,1524-04-30,,
"District of Columbia Democratic primary, 2008",1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.7232,0.0,56,2008-02-12,,
"District of Columbia Republican primary, 2008",1.4085,2.8169,7.0423,2.8169,7.0423,2.8169,1.4648,0.0,71,2008-02-12,,
2011 Copa del Rey Final,5.4983,2.4055,8.9347,2.7491,6.8729,1.7182,3.3711,0.1675,291,2011-04-20,,
557 Constantinople earthquake,0.0,2.9412,2.9412,2.9412,2.9412,0.0,1.0588,0.0,34,0557-12-14,,
Mountain War (Lebanon),0.5682,1.1364,3.4091,1.7045,2.8409,0.5682,0.4403,0.0,176,1983-09-03,,
"Zakarpattia Oblast local election, 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2006-03-26,,
Bombardment of Cherbourg,2.0861,2.0861,2.8937,2.8937,2.1534,1.0767,0.7278,0.1438,1486,1944-06-25,,
WrestleMania XXVIII,3.4468,4.2389,7.279,5.3308,3.4254,1.9696,1.5846,0.5979,4671,2012-04-01,,
Strikeforce: Diaz vs. Daley,1.2195,2.439,3.6585,3.6585,1.2195,2.439,1.9573,0.0,82,2011-04-09,,
"California's 36th congressional district special election, 2011",2.2989,1.9157,6.5134,2.2989,1.5326,0.7663,1.069,0.0,261,2011-07-12,,
"New York's 26th congressional district special election, 2011",4.2909,4.4264,9.2141,5.5556,4.7877,2.71,1.2465,0.4685,2214,2011-05-24,,
Assassination of Anwar Sadat,2.1807,3.1153,5.919,3.7383,3.4268,2.1807,0.9385,0.2196,321,1981-10-06,,
"Egyptian parliamentary election, 2011–12",3.1414,1.5707,6.2827,2.8796,4.1885,0.9817,1.7513,0.2263,1528,2011-11-28,,
Italian Spring Offensive,4.2813,8.2569,6.1162,11.6208,2.7523,4.5872,1.0925,1.4580000000000002,327,1941-03-16,Albania,Europe
"Virginia gubernatorial election, 2013",4.0119,3.529,7.6895,4.4577,4.4948,1.523,1.3637,0.2201,2692,2013-11-05,,
"Denver mayoral election, 2011",1.6129,3.2258,4.8387,3.2258,4.8387,1.6129,1.5565,0.0,62,2011-06-07,,
Battle of Cape St. Vincent (1641),3.125,9.375,3.125,9.375,0.0,0.0,2.0625,0.0,32,1641-11-04,,
People's Liberation Army at Tiananmen Square protests of 1989,4.0268,0.6711,6.7114,1.3423,4.698,0.6711,0.0419,0.4346,149,1989-06-09,,
Libyan Civil War (2011),4.8580000000000005,5.4632,10.4725,9.0718,4.4631,5.4892,1.6044,2.2386,69391,2011-02-15,,
"United States Senate election in Massachusetts, 2014",5.2083,1.0417,12.5,1.0417,8.3333,0.0,2.3177,0.0,96,2014-11-04,,
UFC 133,2.0478,2.7304,3.0717,3.4130000000000003,2.0478,1.3652,0.6997,0.227,293,2011-08-06,,
UFC 132,4.2781,2.4064,8.2888,7.2193,5.615,6.1497,2.0809,1.7888,374,2011-07-02,,
Siege of Güns,7.0922,2.1277,10.9929,2.4823,6.0284,1.4184,1.8156,0.0,282,1532-08-30,Hungary,Europe
The Hardest Day,3.0043,6.0086,6.4378,5.5794,2.1459,1.7167,1.0365,0.0,233,1940-08-18,,
Yokozuna Memorial Show,1.8182,3.6364,9.0909,3.6364,9.0909,3.6364,1.7545,0.0,55,2001-11-29,,
2011 Christchurch earthquake,4.207,3.606,6.9774,4.3536,3.2982,1.9349,1.1151,0.5956,6822,2011-02-22,New Zealand,Oceania
Battle of Misrata,4.5219,4.9361,7.4215,8.0773,3.3483,3.5554,1.3875,0.177,2897,2011-05-15,,
Tripoli protests and clashes (February 2011),4.0314,7.8387,7.3908,10.1904,4.2553,4.4793,0.9023,0.5554,893,2011-02-25,,
First Battle of Benghazi,3.4014,3.4014,5.4422,10.8844,3.0612,9.1837,1.3975,0.7168,588,2011-02-20,Libya,Africa
Genesis (2007),1.4815,2.963,4.4444,2.963,5.9259,1.4815,1.7056,0.0,135,2007-11-11,,
Battle of Avesnes-le-Sec,2.3256,5.4264,4.6512,10.0775,2.3256,8.5271,2.9147,0.657,129,1793-09-12,,
"British Columbia general election, 2013",1.6613,2.1277,2.8855,2.2734,1.6905,0.991,0.4919,0.0984,3431,2013-05-14,,
"Polish–Lithuanian royal election, 1573",5.3763,1.0753,8.6022,1.0753,6.4516,0.0,2.8199,0.0,93,1573-04-05,,
Strikeforce: Overeem vs. Werdum,0.0,8.3333,0.0,8.3333,0.0,8.3333,0.0,0.0,12,2011-06-18,,
Honor Takes Center Stage,1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.6638,0.0,58,2011-04-01,,
Battle of the Valerik River,1.7857,3.5714,8.9286,3.5714,8.9286,3.5714,1.7232,0.0,56,1840-07-11,Russia,Europe
First Battle of Brega,4.5509,4.1916,9.5808,7.1856,3.3533,3.2335,1.7964,0.5787,835,2011-03-02,Libya,Africa
Mano Gai airstrike,1.5152,3.0303,4.5455,3.0303,4.5455,1.5152,1.4621,0.0,66,2011-03-01,,
2011 Toronto International Film Festival,3.4965,2.7972,7.6923,2.7972,7.6923,3.4965,1.3497,0.0,143,2011-09-08,,
Battle of Ra's Lanuf,4.1347,6.3792,7.4424,11.6952,4.43,7.3833,1.3646,0.7174,1693,2011-03-12,,
"Florida Attorney General election, 2002",1.4706,2.9412,4.4118,2.9412,4.4118,1.4706,1.4191,0.0,68,2002-11-05,,
"Leicester South by-election, 2011",1.25,1.25,3.75,2.5,8.75,1.25,1.2062,0.0,80,2011-05-05,,
1948 Desert Hot Springs earthquake,1.6949,3.3898,8.4746,3.3898,8.4746,3.3898,1.4831,0.0,59,1948-12-04,United States,North America
"Democratic Party presidential candidates, 2012",2.7183,1.7298,7.9077,3.542,3.0478,0.9885,0.5671,0.2049,1214,2012-06-05,,
"Republican Party presidential candidates, 2012",2.7207,2.6694,5.9548,4.3121,3.0287,1.1294,1.4734,0.1183,1948,2012-08-28,,
Battle of Trnava (1430),7.3138,3.7234,12.633,6.4273,6.4716,3.7234,1.7175,0.3634,2256,1430-07-11,,
Battle of Sayyd Alma Kalay,0.0,0.0,0.0,16.6667,0.0,0.0,0.0,0.0,6,2001-12-04,,
Battle of Shawali Kowt,0.0,0.0,0.0,16.6667,0.0,0.0,0.0,0.0,6,2001-12-03,,
2011 Yunnan earthquake,1.6393,6.0109,4.918,6.5574,3.2787,1.0929,0.9891,1.8525,183,2011-03-10,China,Asia
2011 Tōhoku earthquake and tsunami,4.2512,3.7654,7.6709,4.7231,4.3283,1.9434,1.5454,0.6973,42811,2011-03-11,,
Siege of Van (1548),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1548-08-25,,
1997 Kamchatka earthquake,3.3333,3.3333,6.6667,3.3333,5.0,1.6667,1.6083,0.0,60,1997-12-05,Russia,Europe
Battle of Ohrid,2.6988,4.6681,5.0328,10.3574,3.4282,8.388,1.254,0.3299,1371,1464-09-15,Macedonia,Europe
2011 military intervention in Libya,4.2105,4.5122,7.638,6.4634,3.9409,3.1772,1.5651,0.6857,15580,2011-10-31,,
First Iraqi–Kurdish War,4.1667,3.75,6.0417,6.875,3.125,5.625,1.4234,2.0432,480,1961-09-11,,
1991 uprising in Sulaymaniyah,6.7797,2.5424,10.1695,4.2373,5.0847,2.5424,0.8835,0.3983,118,1991-04-03,,
1978 Thessaloniki earthquake,5.0,3.3333,8.3333,3.3333,5.0,1.6667,1.2917,0.0,60,1978-06-20,Greece,Europe
"Kerala Legislative Assembly election, 2011",0.9456,0.7092,1.4184,0.7092,2.1277,0.2364,0.7855,0.0,423,2011-04-13,,
869 Sanriku earthquake,2.9508,3.6066,5.5738,4.2623,4.2623,1.6393,0.8861,0.4139,305,0869-07-09,,
"United States gubernatorial elections, 2013",0.0,6.25,0.0,12.5,0.0,0.0,5.3594,0.4531,16,2013-11-05,,
2011 Medallion Shield,5.5901,5.5901,7.4534,7.4534,5.5901,5.5901,3.4068,1.2857,161,2011-03-22,,
2009 Shizuoka earthquake,1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.6638,0.0,58,2009-08-10,Japan,Asia
Battle of Wiesloch (1799),1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,2.1293,0.0,58,1799-12-03,Germany,Europe
"Australian Capital Territory general election, 2012",4.232,4.8589,8.6207,5.6426,5.1724,3.2915,1.4252,0.3452,638,2012-10-20,,
2011 FA Community Shield,8.6957,6.5217,15.2174,8.6957,0.0,2.1739,0.6739,0.0,46,2011-08-07,,
Battle of Castlehaven,7.907,5.1163,9.3023,6.5116,5.5814,3.2558,1.3105,0.7267,215,1601-12-06,,
Second Battle of Brega,0.0,5.0,0.0,10.0,5.0,0.0,0.0,3.825,20,2011-03-15,Libya,Africa
Operation Ellamy,2.8595,3.1119,6.476,4.2052,3.196,2.1867,1.6371,0.1329,1189,2011-10-31,,
Austria v West Germany (1978 FIFA World Cup),6.6279,7.2674,10.9884,9.8256,6.2791,4.9419,3.7119,0.9549,1720,1978-06-21,,
Corrective Movement (Syria),5.4054,3.6803,11.5584,4.6003,3.7953,1.5526,1.1709,0.2384,1739,1970-11-13,,
Operation Odyssey Dawn,4.3957,4.1372,8.0382,5.8347,3.1591,2.7881,1.5678,0.602,8895,2011-03-31,,
Second Battle of Benghazi,5.9497,2.7460000000000004,8.238,3.8902,3.2037,4.3478,1.9279,0.2037,437,2011-03-20,Libya,Africa
Opération Harmattan,2.1277,3.4574,7.9787,4.7872,3.9894,2.3936,0.8843,0.502,376,2011-03-19,,
Operation Mobile,2.6226,2.5086,5.2452,4.2189,2.7366,1.7104,0.9501,0.1522,877,2011-11-01,,
FIS Ski Jumping World Cup,3.5714,0.0,3.5714,0.0,7.1429,0.0,2.9286,0.0,28,2012-11-23,,
UFC Live: Kongo vs. Barry,1.4085,2.1127,9.1549,6.337999999999999,2.8169,4.9296,0.7676,1.0915,142,2011-06-26,,
WWE Capitol Punishment,2.3148,2.3148,6.0185,4.1667,4.1667,2.3148,1.2402,0.5069,432,2011-06-19,,
1953 Suva earthquake,1.5625,3.125,4.6875,3.125,4.6875,1.5625,1.5078,0.0,64,1953-09-14,Fiji,Oceania
Battle of Saguntum,3.5714,3.5714,7.1429,3.5714,3.5714,3.5714,0.4911,0.0,28,1811-10-25,Spain,Europe
Operation Kita,2.7397,3.1963,5.9361,4.5662,4.5662,1.8265,1.9224,0.0,219,1945-02-20,,
2011 Coupe de la Ligue Final,1.2121,2.4242,4.8485,2.4242,4.8485,1.8182,1.1697,0.0,165,2011-04-23,,
Open the Ultimate Gate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2011-04-03,,
"Portuguese legislative election, 2011",1.0676,0.7117,2.847,0.7117,1.4235,0.0,0.2856,0.0222,281,2011-06-05,,
Operation Unified Protector,2.8409,2.2727,5.1136,2.2727,2.8409,1.1364,1.9347,0.4801,176,2011-10-31,,
Siege of Nöteborg (1702),2.381,2.381,4.7619,7.1429,7.1429,0.0,3.1488,0.0,42,1702-10-22,Russia,Europe
2011 Myanmar earthquake,0.8065,1.6129,2.4194,1.6129,2.4194,0.8065,0.7782,0.0,124,2011-03-24,Myanmar,Asia
"May 24, 1993 PKK ambush",1.3158,2.6316,5.2632,2.6316,5.2632,1.3158,1.2697,0.0,152,1993-05-24,,
Battle of Gharyan,7.4074,4.2735,9.6866,7.6923,6.2678,2.5641,0.9957,0.1987,351,2011-08-18,Libya,Africa
Clonoe ambush,5.8824,0.0,5.8824,0.0,0.0,0.0,0.8971,0.0,17,1992-02-16,United Kingdom,Europe
Operation Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1968-10-31,,
Third Battle of Brega,3.7234,2.305,4.2553,7.8014,2.6596,6.7376,1.793,0.4495,564,2011-04-07,Libya,Africa
Acid-Fest: A Tribute to Trent Acid,1.0753,2.1505,3.2258,2.1505,3.2258,1.0753,1.0376,0.0,93,2010-07-10,,
Battle of Şırnak,2.6415,2.6415,9.434,3.7736,4.9057,2.2642,0.7679,0.3509,265,1992-08-21,,
2012 FA Community Shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2012-08-12,,
SummerSlam (2011),9.0909,0.0,13.6364,0.0,9.0909,0.0,3.1023,0.0,22,2011-08-14,,
Battle of Bin Jawad,2.8391,5.9937,7.2555,6.3091,3.1546,3.47,2.0946,0.3486,317,2011-03-06,,
First Gulf of Sidra offensive,3.599,3.599,6.9409,6.9409,2.5707,6.4267,1.34,0.7275,389,2011-03-30,,
Siege of Jülich (1621–22),10.0,0.0,10.0,1.25,8.75,0.0,1.2281,0.0,80,1621-09-05,Germany,Europe
"Saudi Arabian municipal elections, 2011",2.0,2.0,2.0,2.0,2.0,2.0,1.525,0.895,50,2011-09-29,,
Action of 2 March 1808,9.0909,9.0909,9.0909,9.0909,0.0,9.0909,0.0,4.8636,11,1808-03-02,,
Fourth Battle of Brega,3.8771,4.7281,7.0292,8.5579,3.8455,8.1166,1.4989,0.6717,6345,2011-08-22,Libya,Africa
Casamance conflict,1.6393,1.6393,3.2787,3.2787,1.6393,3.2787,0.7213,0.0,61,2014-05-01,,
Second Ivorian Civil War,3.252,5.0813,9.3496,8.5366,4.2683,4.065,0.5935,2.1347,492,2010-11-28,,
Operation Deadstick,4.0302,2.0151,6.0453,2.5189,4.7859,1.0076,1.0548,0.1455,397,1944-06-06,France,Europe
"Delaware gubernatorial election, 2012",7.5758,3.0303,12.1212,4.5455,4.5455,1.5152,1.5,0.0,66,2012-11-06,,
"United States Senate elections, 1986",5.1948,5.1948,6.4935,5.1948,2.5974,1.2987,1.5909,0.0,77,1986-11-04,,
Battle of Burki,6.6496,3.8363,8.4399,6.3939,4.0921,3.8363,1.4559,0.6458,391,1965-09-11,Pakistan,Asia
"Bavarian state election, 2013",20.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,10,2013-09-15,,
Air battle over Niš,1.6129,5.6452,4.8387,7.2581,2.4194,2.4194,2.5363,1.4355,124,1944-11-07,,
April 2011 Miyagi earthquake,4.6422,3.2882,8.5106,4.2553,5.6093,1.354,1.4439,0.2258,517,2011-04-07,,
Killer Kowalski Memorial Show,1.9231,3.8462,5.7692,3.8462,5.7692,1.9231,1.8558,0.0,52,2008-10-26,,
"Nebraska gubernatorial election, 2002",3.0303,3.0303,9.0909,3.0303,6.0606,1.5152,1.4621,0.0,66,2002-11-05,,
Hatchet Attacks (2011),0.7092,1.4184,2.1277,1.4184,2.1277,0.7092,0.6844,0.0,141,2011-03-26,,
Battle of Ajdabiya,5.2509,3.0338,8.0513,6.1844,3.1505,3.1505,1.9242,0.4411,857,2011-03-26,Libya,Africa
Action off Lofoten,3.7879,1.5152,7.5758,2.2727,4.5455,0.7576,0.9602,0.5436,132,1940-04-09,,
Battle of Shubra Khit,11.1111,0.0,11.1111,0.0,11.1111,0.0,4.0556,0.0,9,1798-07-13,,
Battle of Brega–Ajdabiya road,3.6907,3.1634,6.3855,4.8037,2.8705,3.3392,1.4452,0.3508,1707,2011-07-13,,
Action of 8 June 1945,4.698,4.0268,10.0671,4.698,6.0403,2.6846,2.3305,0.0,149,1945-06-08,,
Action of 11 January 1944,1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,4.1724,0.0,58,1944-01-11,,
Vardar Offensive,1.5351,0.8772,2.193,1.7544,1.5351,0.4386,0.455,0.0,456,1918-09-29,,
Action of 13 May 1944,0.0,0.0,0.0,7.1429,0.0,7.1429,0.0,0.0,14,1944-05-13,,
"Albanian local elections, 2011",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,2011-05-08,,
Battle of Caldera Bay,4.3919,4.7297,6.7568,4.0541,4.3919,2.3649,1.3024,0.4932,296,1891-04-23,Chile,South America
Action of 9 February 1945,1.4706,5.3922,4.4118,4.4118,3.4314,3.4314,0.9314,0.7966,204,1945-02-09,,
"Sarawak state election, 2011",3.5533,3.5533,4.5685,6.599,3.0457,1.0152,1.6129,0.1726,197,2011-04-16,,
"City of York Council election, 2011",1.7544,3.5088,5.2632,3.5088,5.2632,1.7544,1.693,0.0,114,2011-05-05,,
"Macedonian parliamentary election, 2011",5.4767,5.2738,11.9675,5.2738,7.0994,1.217,2.002,0.247,493,2011-06-05,,
"Peoria, Illinois mayoral election, 2001",7.6923,0.0,23.0769,0.0,11.5385,0.0,2.625,0.0,26,2001-04-03,,
Battle of Ganjgal,0.0,3.7037,7.4074,7.4074,7.4074,3.7037,0.0,0.0,27,2009-09-08,,
Battle of Tangier (1437),2.4793,0.8264,7.438,2.4793,5.7851,0.8264,1.1198,0.0,121,1437-09-13,,
Battle of Wazzin,3.5659,3.0233,6.7442,8.6822,3.6434,5.1938,1.6622,0.3496,1290,2011-07-29,Tunisia,Africa
Operation Rhodes,13.3333,13.3333,13.3333,13.3333,13.3333,0.0,0.0,10.2,15,1970-01-22,,
April 2011 Fukushima earthquake,1.0676,2.4911,3.9146,2.4911,3.9146,1.7794,1.2972,0.0,281,2011-04-11,Japan,Asia
2011 UEFA Super Cup,1.5152,3.0303,4.5455,3.0303,4.5455,1.5152,1.6894,0.0,66,2011-08-26,,
2011 FA Trophy Final,0.6993,1.3986,2.0979,1.3986,2.0979,0.6993,0.6748,0.0,143,2011-05-07,,
Battle of Mouscron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1794-04-30,Belgium,Europe
"Nevada's 2nd congressional district special election, 2011",3.7736,3.7736,8.4906,5.6604,5.6604,1.8868,0.9104,0.4434,106,2011-09-13,,
"Swedish general election, 2014",4.7855,4.0264,9.604,5.3465,4.9505,2.3102,1.4484,0.1485,3030,2014-09-14,,
62 Pompeii earthquake,2.7778,4.6296,6.9444,5.5556,3.7037,1.8519,1.2442,0.4387,216,1962-02-05,Italy,Europe
Action of 23 November 1650,20.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,10,1650-11-23,,
Battle for the Río San Juan de Nicaragua,0.9901,1.9802,2.9703,1.9802,2.9703,0.9901,0.9554,0.0,101,1762-08-03,Nicaragua,North America
"Te Tai Tokerau by-election, 2011",3.1856,2.2161,7.7562,3.8781,4.7091,0.9695,2.6614,0.2403,722,2011-06-25,,
Battle of Gedo,3.9394,1.5152,8.7879,7.8788,3.0303,5.4545,1.1409,1.5591,330,2011-04-27,,
UFC 134,2.3474,1.8779,7.0423,4.6948,4.2254,4.2254,2.2406,1.0927,213,2011-08-27,,
Death of Osama bin Laden,4.4216,6.1975,8.1682,6.8422,3.8786,2.8619,1.7712,1.4241,46228,2011-05-01,Pakistan,Asia
"Canadian federal election, 2015",4.5448,4.1783,8.9576,5.4464,5.0652,2.0598,2.3652,0.3906,13642,2015-10-19,,
Met Gala,3.2051,0.6409999999999999,10.8974,1.9231,5.1282,0.6409999999999999,0.8317,0.1458,156,2015-05-04,,
Operation Mallard,5.8824,3.9216,11.7647,5.8824,5.8824,1.9608,0.0,0.9216,51,1944-06-06,France,Europe
2011 Algerian Cup Final,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,2011-05-01,,
Battle of Guttstadt-Deppen,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1807-06-06,Poland,Europe
Siege of Daraa,5.6426,8.7774,8.1505,7.9937,3.2915,3.4483,1.7598,2.3221,638,2011-05-05,Syria,Asia
Slammiversary IX,1.5306,0.0,3.5714,0.0,2.0408,0.0,1.574,0.0064,196,2011-06-12,,
"Scottish Parliament election, 2016",4.4359,3.1282,8.3846,4.0256,4.6667,2.0769,1.9323,0.1174,3900,2016-05-05,,
"Thai general election, 2014",5.2356,5.4974,8.2461,7.5916,4.4503,2.7487,0.7192,0.5592,764,2014-02-02,,
"Berlin state election, 2011",0.0,2.5,2.5,2.5,0.0,5.0,0.1062,0.0,40,2011-09-18,,
"Cypriot legislative election, 2011",1.7544,2.193,6.5789,2.6316,4.386,0.4386,1.114,0.0,228,2011-05-22,,
"Tunisian Constituent Assembly election, 2011",2.9793,3.6269,6.4767,5.0518,4.2746,2.2021,0.6279,0.4864,772,2011-10-23,,
"Peoria, Illinois mayoral election, 2009",16.6667,0.0,25.0,0.0,16.6667,0.0,5.6875,0.0,12,2009-04-07,,
Cyrenaican desert campaign,3.2847,4.3796,6.9343,6.2044,4.3796,3.2847,1.0639,0.9078,274,2011-06-12,,
UFC Live: Hardy vs. Lytle,1.4085,1.4085,2.8169,1.4085,1.4085,0.0,0.8275,1.0915,71,2011-08-14,,
Capture of the Veloz Passagera,0.0,0.0,5.7143,0.0,2.8571,0.0,0.0,0.0,35,1830-09-07,,
Honolulu Courthouse riot,0.0,2.3256,2.3256,4.6512,0.0,2.3256,0.0,0.0,43,1874-02-12,,
Battle off Minicoy Island,0.0,0.0,0.0,0.0,0.0,0.0,0.7639,0.0,18,2011-01-28,,
MV Beluga Nomination incident,1.4706,0.0,7.3529,0.0,2.9412,0.0,1.9301,0.0,68,2011-01-26,,
2011 Lorca earthquake,0.8734,3.4934,3.0568,3.4934,2.6201,1.7467,1.4509,0.0,229,2011-05-11,Spain,Europe
2011 FA Cup Final,2.1429,2.8571,5.7143,3.5714,5.7143,1.4286,1.3786,0.0,140,2011-05-14,,
2011 Coupe de France Final,0.8969,1.3453,3.5874,1.7937,3.5874,0.8969,0.8655,0.0,223,2011-05-14,,
Operation Ocean Shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009-08-17,,
Waldstock Festival UK,4.5455,2.7972,10.4895,4.8951,5.2448,2.4476,1.222,0.2832,286,2010-06-19,United Kingdom,Europe
"Uttar Pradesh Legislative Assembly election, 2012",5.3594,3.9132,10.4636,5.6572,6.3803,1.5738,1.2737,0.4065,2351,2012-02-08,,
UFC 135,4.902,0.0,4.902,0.9804,3.9216,0.0,1.6078,0.0,102,2011-09-24,,
"Scottish Conservative Party leadership election, 2011",3.5088,3.3138,6.4327,3.8986,4.2885,1.9493,1.5307,0.442,513,2011-11-04,,
"French legislative election, 2012",2.0388,1.6505,4.3689,2.233,2.3301,0.8738,0.7714,0.0,1030,2012-06-17,,
"Assam Legislative Assembly election, 2011",0.0,0.0,5.5556,0.0,16.6667,0.0,7.9444,0.0,18,2011-04-11,,
Action of 8 May 1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1941-05-08,,
1995 Football League Trophy Final,0.0,0.0,0.0,33.3333,0.0,0.0,16.5,0.0,3,1995-04-23,,
Battle of Vianden,4.1667,8.3333,8.3333,8.3333,4.1667,4.1667,0.3125,0.0,24,1944-11-19,Luxembourg,Europe
2011 Indonesia Super League U-21 Final,1.5625,3.125,4.6875,3.125,4.6875,1.5625,1.7422,0.0,64,2010-05-08,,
2011 Liga Indonesia Premier Division Final,1.5625,3.125,4.6875,3.125,4.6875,1.5625,1.7422,0.0,64,2011-05-25,,
2011 Supercoppa Italiana,3.2609,2.1739,10.8696,6.5217,6.5217,2.1739,0.3478,0.5109,92,2011-08-06,,
Battle of Raismes (1793),10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,20,1793-05-08,,
UFC 136,5.8824,0.0,5.8824,5.8824,5.8824,5.8824,0.0,0.0,17,2011-10-08,,
UFC 137,4.2553,3.1915,9.5745,6.382999999999999,3.1915,1.0638,2.1356,0.8644,94,2011-10-29,,
Action off Lerwick,1.7241,5.1724,8.6207,6.8966,8.6207,1.7241,1.6638,0.0,58,1917-10-17,,
Bombing of Tan Son Nhut Air Base,2.0619,2.5773,4.6392,3.0928,2.0619,0.5155,1.0335,0.1173,194,1975-04-28,,
2011 All-Ireland Senior Football Championship Final,0.8753,1.5317,3.2823,1.5317,6.1269,0.8753,0.7429,0.035,457,2011-09-18,,
2011 Kütahya earthquake,1.5576,5.6075,3.4268,4.9844,2.1807,0.9346,1.285,2.5273,321,2011-05-19,Turkey,Asia
Battle of Garfagnana,0.9615,1.2821,3.2051,1.6026,3.2051,1.2821,0.7829,0.0,312,1944-12-28,,
Destination X (2011),1.1429,1.1429,4.5714,1.7143,5.7143,0.5714,1.0457,0.0,175,2011-07-10,,
